outfpr,outffl,outfnm,outfdo
"Prot_Gre  ","dAutC_G1  ",  12," "
"Prot_Gre  ","dDetC_G1  ",  13," "
"Prot_Gre  ","dAutN_G1  ",  14," "
"Prot_Gre  ","dDetN_G1  ",  15," "
"Prot_Gre  ","dAutP_G1  ",  16," "
"Prot_Gre  ","dDetP_G1  ",  17," "
"Prot_Gre  ","dAutChl_G1",  18," "
"Prot_Gre  ","dDetChl_G1",  19," "
"Prot_Gre  ","dNH4up_G2 ",  20," "
"Prot_Gre  ","dNO3up_G2 ",  21," "
"Prot_Gre  ","dPup_G2   ",  22," "
"Prot_Gre  ","dCfix_G2  ",  23," "
"Prot_Gre  ","dChlsyn_G2",  24," "
"Prot_Gre  ","dChldeg_G2",  25," "
"Prot_Gre  ","dCresp_G2 ",  26," "
"Prot_Gre  ","dCleak_G2 ",  27," "
"Prot_Gre  ","dCvoid_G2 ",  28," "
"Prot_Gre  ","dNH4out_G2",  29," "
"Prot_Gre  ","dPout_G2  ",  30," "
"Prot_Gre  ","dAutC_G2  ",  31," "
"Prot_Gre  ","dDetC_G2  ",  32," "
"Prot_Gre  ","dAutN_G2  ",  33," "
"Prot_Gre  ","dDetN_G2  ",  34," "
"Prot_Gre  ","dAutP_G2  ",  35," "
"Prot_Gre  ","dDetP_G2  ",  36," "
"Prot_Gre  ","dAutChl_G2",  37," "
"Prot_Gre  ","dDetChl_G2",  38," "
"Prot_CM   ","dNH4up_C1 ",   1," "
"Prot_CM   ","dNO3up_C1 ",   2," "
"Prot_CM   ","dPup_C1   ",   3," "
"Prot_CM   ","dCfix_C1  ",   4," "
"Prot_CM   ","dChlsyn_C1",   5," "
"Prot_CM   ","dChldeg_C1",   6," "
"Prot_CM   ","dCresp_C1 ",   7," "
"Prot_CM   ","dCleak_C1 ",   8," "
"Prot_CM   ","dCvoid_C1 ",   9," "
"Prot_CM   ","dNH4out_C1",  10," "
"Prot_CM   ","dPout_C1  ",  11," "
"Prot_CM   ","dCeat_C1  ",  12," "
"Prot_CM   ","dNeat_C1  ",  13," "
"Prot_CM   ","dPeat_C1  ",  14," "
"Prot_CM   ","dPOCout_C1",  15," "
"Prot_CM   ","dPONout_C1",  16," "
"Prot_CM   ","dPOPout_C1",  17," "
"Prot_CM   ","dAutC_C1  ",  18," "
"Prot_CM   ","dDetC_C1  ",  19," "
"Prot_CM   ","dAutN_C1  ",  20," "
"Prot_CM   ","dDetN_C1  ",  21," "
"Prot_CM   ","dAutP_C1  ",  22," "
"Prot_CM   ","dDetP_C1  ",  23," "
"Prot_CM   ","dAutChl_C1",  24," "
"Prot_CM   ","dDetChl_C1",  25," "
"Prot_CM   ","dD1C_C1   ",  26," "
"Prot_CM   ","dD1Chl_C1 ",  27," "
"Prot_CM   ","dD1N_C1   ",  28," "
"Prot_CM   ","dD1P_C1   ",  29," "
"Prot_CM   ","dD1Si_C1  ",  30," "
"Prot_CM   ","dD2C_C1   ",  31," "
"Prot_CM   ","dD2Chl_C1 ",  32," "
"Prot_CM   ","dD2N_C1   ",  33," "
"Prot_CM   ","dD2P_C1   ",  34," "
"Prot_CM   ","dD2Si_C1  ",  35," "
"Prot_CM   ","dG1C_C1   ",  36," "
"Prot_CM   ","dG1Chl_C1 ",  37," "
"Prot_CM   ","dG1N_C1   ",  38," "
"Prot_CM   ","dG1P_C1   ",  39," "
"Prot_CM   ","dG1Si_C1  ",  40," "
"Prot_CM   ","dG2C_C1   ",  41," "
"Prot_CM   ","dG2Chl_C1 ",  42," "
"Prot_CM   ","dG2N_C1   ",  43," "
"Prot_CM   ","dG2P_C1   ",  44," "
"Prot_CM   ","dG2Si_C1  ",  45," "
"Prot_CM   ","dNH4up_C2 ",  46," "
"Prot_CM   ","dNO3up_C2 ",  47," "
"Prot_CM   ","dPup_C2   ",  48," "
"Prot_CM   ","dCfix_C2  ",  49," "
"Prot_CM   ","dChlsyn_C2",  50," "
"Prot_CM   ","dChldeg_C2",  51," "
"Prot_CM   ","dCresp_C2 ",  52," "
"Prot_CM   ","dCleak_C2 ",  53," "
"Prot_CM   ","dCvoid_C2 ",  54," "
"Prot_CM   ","dNH4out_C2",  55," "
"Prot_CM   ","dPout_C2  ",  56," "
"Prot_CM   ","dCeat_C2  ",  57," "
"Prot_CM   ","dNeat_C2  ",  58," "
"Prot_CM   ","dPeat_C2  ",  59," "
"Prot_CM   ","dPOCout_C2",  60," "
"Prot_CM   ","dPONout_C2",  61," "
"Prot_CM   ","dPOPout_C2",  62," "
"Prot_CM   ","dAutC_C2  ",  63," "
"Prot_CM   ","dDetC_C2  ",  64," "
"Prot_CM   ","dAutN_C2  ",  65," "
"Prot_CM   ","dDetN_C2  ",  66," "
"Prot_CM   ","dAutP_C2  ",  67," "
"Prot_CM   ","dDetP_C2  ",  68," "
"Prot_CM   ","dAutChl_C2",  69," "
"Prot_CM   ","dDetChl_C2",  70," "
"Prot_CM   ","dD1C_C2   ",  71," "
"Prot_CM   ","dD1Chl_C2 ",  72," "
"Prot_CM   ","dD1N_C2   ",  73," "
"Prot_CM   ","dD1P_C2   ",  74," "
"Prot_CM   ","dD1Si_C2  ",  75," "
"Prot_CM   ","dD2C_C2   ",  76," "
"Prot_CM   ","dD2Chl_C2 ",  77," "
"Prot_CM   ","dD2N_C2   ",  78," "
"Prot_CM   ","dD2P_C2   ",  79," "
"Prot_CM   ","dD2Si_C2  ",  80," "
"Prot_CM   ","dG1C_C2   ",  81," "
"Prot_CM   ","dG1Chl_C2 ",  82," "
"Prot_CM   ","dG1N_C2   ",  83," "
"Prot_CM   ","dG1P_C2   ",  84," "
"Prot_CM   ","dG1Si_C2  ",  85," "
"Prot_CM   ","dG2C_C2   ",  86," "
"Prot_CM   ","dG2Chl_C2 ",  87," "
"Prot_CM   ","dG2N_C2   ",  88," "
"Prot_CM   ","dG2P_C2   ",  89," "
"Prot_CM   ","dG2Si_C2  ",  90," "
"Prot_NCM  ","dCeat_N1  ",   1," "
"Prot_NCM  ","dNeat_N1  ",   2," "
"Prot_NCM  ","dPeat_N1  ",   3," "
"Prot_NCM  ","dCfix_N1  ",   4," "
"Prot_NCM  ","dChldeg_N1",   5," "
"Prot_NCM  ","dChlout_N1",   6," "
"Prot_NCM  ","dCresp_N1 ",   7," "
"Prot_NCM  ","dCleak_N1 ",   8," "
"Prot_NCM  ","dCvoid_N1 ",   9," "
"Prot_NCM  ","dPOCout_N1",  10," "
"Prot_NCM  ","dPONout_N1",  11," "
"Prot_NCM  ","dPOPout_N1",  12," "
"Prot_NCM  ","dNH4out_N1",  13," "
"Prot_NCM  ","dPout_N1  ",  14," "
"Prot_NCM  ","dAutC_N1  ",  15," "
"Prot_NCM  ","dDetC_N1  ",  16," "
"Prot_NCM  ","dAutN_N1  ",  17," "
"Prot_NCM  ","dDetN_N1  ",  18," "
"Prot_NCM  ","dAutP_N1  ",  19," "
"Prot_NCM  ","dDetP_N1  ",  20," "
"Prot_NCM  ","dAutChl_N1",  21," "
"Prot_NCM  ","dDetChl_N1",  22," "
"Prot_NCM  ","dChlup_N1 ",  23," "
"Prot_NCM  ","dD1C_N1   ",  24," "
"Prot_NCM  ","dD1Chl_N1 ",  25," "
"Prot_NCM  ","dD1N_N1   ",  26," "
"Prot_NCM  ","dD1P_N1   ",  27," "
"Prot_NCM  ","dD1Si_N1  ",  28," "
"Prot_NCM  ","dD2C_N1   ",  29," "
"Prot_NCM  ","dD2Chl_N1 ",  30," "
"Prot_NCM  ","dD2N_N1   ",  31," "
"Prot_NCM  ","dD2P_N1   ",  32," "
"Prot_NCM  ","dD2Si_N1  ",  33," "
"Prot_NCM  ","dG1C_N1   ",  34," "
"Prot_NCM  ","dG1Chl_N1 ",  35," "
"Prot_NCM  ","dG1N_N1   ",  36," "
"Prot_NCM  ","dG1P_N1   ",  37," "
"Prot_NCM  ","dG1Si_N1  ",  38," "
"Prot_NCM  ","dG2C_N1   ",  39," "
"Prot_NCM  ","dG2Chl_N1 ",  40," "
"Prot_NCM  ","dG2N_N1   ",  41," "
"Prot_NCM  ","dG2P_N1   ",  42," "
"Prot_NCM  ","dG2Si_N1  ",  43," "
"Prot_NCM  ","dC1C_N1   ",  44," "
"Prot_NCM  ","dC1Chl_N1 ",  45," "
"Prot_NCM  ","dC1N_N1   ",  46," "
"Prot_NCM  ","dC1P_N1   ",  47," "
"Prot_NCM  ","dC1Si_N1  ",  48," "
"Prot_NCM  ","dC2C_N1   ",  49," "
"Prot_NCM  ","dC2Chl_N1 ",  50," "
"Prot_NCM  ","dC2N_N1   ",  51," "
"Prot_NCM  ","dC2P_N1   ",  52," "
"Prot_NCM  ","dC2Si_N1  ",  53," "
"Prot_NCM  ","dCeat_N2  ",  54," "
"Prot_NCM  ","dNeat_N2  ",  55," "
"Prot_NCM  ","dPeat_N2  ",  56," "
"Prot_NCM  ","dCfix_N2  ",  57," "
"Prot_NCM  ","dChldeg_N2",  58," "
"Prot_NCM  ","dChlout_N2",  59," "
"Prot_NCM  ","dCresp_N2 ",  60," "
"Prot_NCM  ","dCleak_N2 ",  61," "
"Prot_NCM  ","dCvoid_N2 ",  62," "
"Prot_NCM  ","dPOCout_N2",  63," "
"Prot_NCM  ","dPONout_N2",  64," "
"Prot_NCM  ","dPOPout_N2",  65," "
"Prot_NCM  ","dNH4out_N2",  66," "
"Prot_NCM  ","dPout_N2  ",  67," "
"Prot_NCM  ","dAutC_N2  ",  68," "
"Prot_NCM  ","dDetC_N2  ",  69," "
"Prot_NCM  ","dAutN_N2  ",  70," "
"Prot_NCM  ","dDetN_N2  ",  71," "
"Prot_NCM  ","dAutP_N2  ",  72," "
"Prot_NCM  ","dDetP_N2  ",  73," "
"Prot_NCM  ","dAutChl_N2",  74," "
"Prot_NCM  ","dDetChl_N2",  75," "
"Prot_NCM  ","dChlup_N2 ",  76," "
"Prot_NCM  ","dD1C_N2   ",  77," "
"Prot_NCM  ","dD1Chl_N2 ",  78," "
"Prot_NCM  ","dD1N_N2   ",  79," "
"Prot_NCM  ","dD1P_N2   ",  80," "
"Prot_NCM  ","dD1Si_N2  ",  81," "
"Prot_NCM  ","dD2C_N2   ",  82," "
"Prot_NCM  ","dD2Chl_N2 ",  83," "
"Prot_NCM  ","dD2N_N2   ",  84," "
"Prot_NCM  ","dD2P_N2   ",  85," "
"Prot_NCM  ","dD2Si_N2  ",  86," "
"Prot_NCM  ","dG1C_N2   ",  87," "
"Prot_NCM  ","dG1Chl_N2 ",  88," "
"Prot_NCM  ","dG1N_N2   ",  89," "
"Prot_NCM  ","dG1P_N2   ",  90," "
"Prot_NCM  ","dG1Si_N2  ",  91," "
"Prot_NCM  ","dG2C_N2   ",  92," "
"Prot_NCM  ","dG2Chl_N2 ",  93," "
"Prot_NCM  ","dG2N_N2   ",  94," "
"Prot_NCM  ","dG2P_N2   ",  95," "
"Prot_NCM  ","dG2Si_N2  ",  96," "
"Prot_NCM  ","dC1C_N2   ",  97," "
"Prot_NCM  ","dC1Chl_N2 ",  98," "
"Prot_NCM  ","dC1N_N2   ",  99," "
"Prot_NCM  ","dC1P_N2   ", 100," "
"Prot_NCM  ","dC1Si_N2  ", 101," "
"Prot_NCM  ","dC2C_N2   ", 102," "
"Prot_NCM  ","dC2Chl_N2 ", 103," "
"Prot_NCM  ","dC2N_N2   ", 104," "
"Prot_NCM  ","dC2P_N2   ", 105," "
"Prot_NCM  ","dC2Si_N2  ", 106," "
"Prot_Zoo  ","dCeat_Z1  ",   1," "
"Prot_Zoo  ","dNeat_Z1  ",   2," "
"Prot_Zoo  ","dPeat_Z1  ",   3," "
"Prot_Zoo  ","dCresp_Z1 ",   4," "
"Prot_Zoo  ","dPOCout_Z1",   5," "
"Prot_Zoo  ","dPONout_Z1",   6," "
"Prot_Zoo  ","dPOPout_Z1",   7," "
"Prot_Zoo  ","dNH4out_Z1",   8," "
"Prot_Zoo  ","dPout_Z1  ",   9," "
"Prot_Zoo  ","dAutC_Z1  ",  10," "
"Prot_Zoo  ","dDetC_Z1  ",  11," "
"Prot_Zoo  ","dAutN_Z1  ",  12," "
"Prot_Zoo  ","dDetN_Z1  ",  13," "
"Prot_Zoo  ","dAutP_Z1  ",  14," "
"Prot_Zoo  ","dDetP_Z1  ",  15," "
"Prot_Zoo  ","dD1C_Z1   ",  16," "
"Prot_Zoo  ","dD1Chl_Z1 ",  17," "
"Prot_Zoo  ","dD1N_Z1   ",  18," "
"Prot_Zoo  ","dD1P_Z1   ",  19," "
"Prot_Zoo  ","dD1Si_Z1  ",  20," "
"Prot_Zoo  ","dD2C_Z1   ",  21," "
"Prot_Zoo  ","dD2Chl_Z1 ",  22," "
"Prot_Zoo  ","dD2N_Z1   ",  23," "
"Prot_Zoo  ","dD2P_Z1   ",  24," "
"Prot_Zoo  ","dD2Si_Z1  ",  25," "
"Prot_Zoo  ","dG1C_Z1   ",  26," "
"Prot_Zoo  ","dG1Chl_Z1 ",  27," "
"Prot_Zoo  ","dG1N_Z1   ",  28," "
"Prot_Zoo  ","dG1P_Z1   ",  29," "
"Prot_Zoo  ","dG1Si_Z1  ",  30," "
"Prot_Zoo  ","dG2C_Z1   ",  31," "
"Prot_Zoo  ","dG2Chl_Z1 ",  32," "
"Prot_Zoo  ","dG2N_Z1   ",  33," "
"Prot_Zoo  ","dG2P_Z1   ",  34," "
"Prot_Zoo  ","dG2Si_Z1  ",  35," "
"Prot_Zoo  ","dC1C_Z1   ",  36," "
"Prot_Zoo  ","dC1Chl_Z1 ",  37," "
"Prot_Zoo  ","dC1N_Z1   ",  38," "
"Prot_Zoo  ","dC1P_Z1   ",  39," "
"Prot_Zoo  ","dC1Si_Z1  ",  40," "
"Prot_Zoo  ","dC2C_Z1   ",  41," "
"Prot_Zoo  ","dC2Chl_Z1 ",  42," "
"Prot_Zoo  ","dC2N_Z1   ",  43," "
"Prot_Zoo  ","dC2P_Z1   ",  44," "
"Prot_Zoo  ","dC2Si_Z1  ",  45," "
"Prot_Zoo  ","dN1C_Z1   ",  46," "
"Prot_Zoo  ","dN1Chl_Z1 ",  47," "
"Prot_Zoo  ","dN1N_Z1   ",  48," "
"Prot_Zoo  ","dN1P_Z1   ",  49," "
"Prot_Zoo  ","dN1Si_Z1  ",  50," "
"Prot_Zoo  ","dN2C_Z1   ",  51," "
"Prot_Zoo  ","dN2Chl_Z1 ",  52," "
"Prot_Zoo  ","dN2N_Z1   ",  53," "
"Prot_Zoo  ","dN2P_Z1   ",  54," "
"Prot_Zoo  ","dN2Si_Z1  ",  55," "
"Prot_Zoo  ","dCeat_Z2  ",  56," "
"Prot_Zoo  ","dNeat_Z2  ",  57," "
"Prot_Zoo  ","dPeat_Z2  ",  58," "
"Prot_Zoo  ","dCresp_Z2 ",  59," "
"Prot_Zoo  ","dPOCout_Z2",  60," "
"Prot_Zoo  ","dPONout_Z2",  61," "
"Prot_Zoo  ","dPOPout_Z2",  62," "
"Prot_Zoo  ","dNH4out_Z2",  63," "
"Prot_Zoo  ","dPout_Z2  ",  64," "
"Prot_Zoo  ","dAutC_Z2  ",  65," "
"Prot_Zoo  ","dDetC_Z2  ",  66," "
"Prot_Zoo  ","dAutN_Z2  ",  67," "
"Prot_Zoo  ","dDetN_Z2  ",  68," "
"Prot_Zoo  ","dAutP_Z2  ",  69," "
"Prot_Zoo  ","dDetP_Z2  ",  70," "
"Prot_Zoo  ","dD1C_Z2   ",  71," "
"Prot_Zoo  ","dD1Chl_Z2 ",  72," "
"Prot_Zoo  ","dD1N_Z2   ",  73," "
"Prot_Zoo  ","dD1P_Z2   ",  74," "
"Prot_Zoo  ","dD1Si_Z2  ",  75," "
"Prot_Zoo  ","dD2C_Z2   ",  76," "
"Prot_Zoo  ","dD2Chl_Z2 ",  77," "
"Prot_Zoo  ","dD2N_Z2   ",  78," "
"Prot_Zoo  ","dD2P_Z2   ",  79," "
"Prot_Zoo  ","dD2Si_Z2  ",  80," "
"Prot_Zoo  ","dG1C_Z2   ",  81," "
"Prot_Zoo  ","dG1Chl_Z2 ",  82," "
"Prot_Zoo  ","dG1N_Z2   ",  83," "
"Prot_Zoo  ","dG1P_Z2   ",  84," "
"Prot_Zoo  ","dG1Si_Z2  ",  85," "
"Prot_Zoo  ","dG2C_Z2   ",  86," "
"Prot_Zoo  ","dG2Chl_Z2 ",  87," "
"Prot_Zoo  ","dG2N_Z2   ",  88," "
"Prot_Zoo  ","dG2P_Z2   ",  89," "
"Prot_Zoo  ","dG2Si_Z2  ",  90," "
"Prot_Zoo  ","dC1C_Z2   ",  91," "
"Prot_Zoo  ","dC1Chl_Z2 ",  92," "
"Prot_Zoo  ","dC1N_Z2   ",  93," "
"Prot_Zoo  ","dC1P_Z2   ",  94," "
"Prot_Zoo  ","dC1Si_Z2  ",  95," "
"Prot_Zoo  ","dC2C_Z2   ",  96," "
"Prot_Zoo  ","dC2Chl_Z2 ",  97," "
"Prot_Zoo  ","dC2N_Z2   ",  98," "
"Prot_Zoo  ","dC2P_Z2   ",  99," "
"Prot_Zoo  ","dC2Si_Z2  ", 100," "
"Prot_Zoo  ","dN1C_Z2   ", 101," "
"Prot_Zoo  ","dN1Chl_Z2 ", 102," "
"Prot_Zoo  ","dN1N_Z2   ", 103," "
"Prot_Zoo  ","dN1P_Z2   ", 104," "
"Prot_Zoo  ","dN1Si_Z2  ", 105," "
"Prot_Zoo  ","dN2C_Z2   ", 106," "
"Prot_Zoo  ","dN2Chl_Z2 ", 107," "
"Prot_Zoo  ","dN2N_Z2   ", 108," "
"Prot_Zoo  ","dN2P_Z2   ", 109," "
"Prot_Zoo  ","dN2Si_Z2  ", 110," "
"Phy_Prot  ","dDumPhyPr ",   1,"x"
"RadioU    ","dRadioU   ",   1,"x"
"RadioCs   ","dRadioCs  ",   1,"x"
"RadioSub1 ","dRadioR1  ",   1,"x"
"RadioSub2 ","dRadioR2  ",   1,"x"
"RadioSub3 ","dRadioR3  ",   1,"x"
"AgeCART   ","dAgeProd  ",   1,"x"
